epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,40.1897,4.57395,56.7139,1.92093,0.38046,0.30579,0.21145,0.06492,3.29202,7.88258,1.41695,0.000652174,0.000652174,0.000652174
2,71.1106,3.24604,1.99185,1.36391,0.30752,0.16253,0.11295,0.03162,3.63814,2.3819,1.45395,0.00131231,0.00131231,0.00131231
3,101.017,3.22579,1.84534,1.35583,0.30752,0.16253,0.11295,0.03162,nan,nan,nan,0.00196585,0.00196585,0.00196585
4,131.366,3.09775,1.81509,1.3409,0.30752,0.16253,0.11295,0.03162,3.12976,inf,0.57036,0.0019703,0.0019703,0.0019703
5,161.784,3.05515,1.72454,1.33318,0.04465,0.19008,0.01743,0.0058,3.87796,18.7204,1.43472,0.0019604,0.0019604,0.0019604
6,192.128,2.95625,1.66421,1.31402,0.56772,0.38017,0.36701,0.1136,2.8861,1.48966,1.3165,0.0019505,0.0019505,0.0019505
7,222.572,2.87094,1.60714,1.30203,0.51543,0.32231,0.2921,0.09364,2.98458,1.67173,1.33397,0.0019406,0.0019406,0.0019406
8,252.914,2.85174,1.5997,1.287,0.67001,0.33471,0.36853,0.11587,2.81354,1.41138,1.31899,0.0019307,0.0019307,0.0019307
9,283.382,2.82627,1.51176,1.28404,0.61935,0.40358,0.43587,0.15218,2.74787,1.31535,1.30312,0.0019208,0.0019208,0.0019208
10,313.805,2.75814,1.49357,1.28084,0.68905,0.45868,0.49677,0.17356,2.61006,1.26405,1.29366,0.0019109,0.0019109,0.0019109
11,344.209,2.73903,1.48919,1.26754,0.52333,0.34986,0.325,0.08888,3.27426,1.44773,1.3399,0.001901,0.001901,0.001901
12,374.591,2.69184,1.47674,1.26495,0.67485,0.43739,0.4704,0.16195,2.60702,1.29615,1.29698,0.0018911,0.0018911,0.0018911
13,404.951,2.71755,1.46946,1.26022,0.7028,0.45592,0.50253,0.17948,2.58045,1.17167,1.29173,0.0018812,0.0018812,0.0018812
14,435.351,2.66455,1.44436,1.26159,0.7378,0.4496,0.50706,0.18008,2.5582,1.23919,1.30528,0.0018713,0.0018713,0.0018713
15,465.755,2.71167,1.41787,1.26584,0.61382,0.45455,0.47913,0.16728,2.57331,1.29642,1.28483,0.0018614,0.0018614,0.0018614
16,496.142,2.66304,1.38976,1.24954,0.67753,0.437,0.48562,0.16611,2.59427,1.22199,1.29073,0.0018515,0.0018515,0.0018515
17,526.488,2.62928,1.41369,1.24802,0.5625,0.42326,0.44445,0.16784,2.63964,1.30412,1.29446,0.0018416,0.0018416,0.0018416
18,556.868,2.64439,1.37772,1.24672,0.73892,0.45179,0.51148,0.19152,2.49095,1.13768,1.28407,0.0018317,0.0018317,0.0018317
19,587.293,2.6187,1.34985,1.25802,0.64721,0.43802,0.48595,0.18381,2.45689,1.21489,1.27376,0.0018218,0.0018218,0.0018218
20,617.681,2.62026,1.38274,1.24094,0.62454,0.45868,0.51386,0.18583,2.54235,1.20744,1.27189,0.0018119,0.0018119,0.0018119
21,648.044,2.60448,1.35049,1.24333,0.65734,0.43863,0.47379,0.16832,2.61696,1.23199,1.29169,0.001802,0.001802,0.001802
22,678.409,2.58529,1.33088,1.24586,0.70404,0.47183,0.5248,0.19088,2.39693,1.15523,1.26511,0.0017921,0.0017921,0.0017921
23,708.805,2.52994,1.29972,1.23926,0.69238,0.48364,0.54587,0.19553,2.51238,1.16555,1.269,0.0017822,0.0017822,0.0017822
24,739.25,2.52148,1.30161,1.23166,0.73076,0.47478,0.52663,0.19668,2.46138,1.17846,1.28044,0.0017723,0.0017723,0.0017723
25,769.637,2.55175,1.27679,1.23641,0.66683,0.46314,0.52048,0.18929,2.52618,1.13357,1.27545,0.0017624,0.0017624,0.0017624
26,800.01,2.56372,1.28449,1.23631,0.66795,0.45455,0.49773,0.19378,2.44414,1.1212,1.2817,0.0017525,0.0017525,0.0017525
27,830.35,2.52055,1.2894,1.23042,0.59624,0.43939,0.46801,0.16613,2.68366,1.20256,1.27565,0.0017426,0.0017426,0.0017426
28,860.734,2.52778,1.27828,1.24285,0.70653,0.46006,0.53045,0.19411,2.49952,1.13866,1.28123,0.0017327,0.0017327,0.0017327
29,891.135,2.48473,1.2457,1.22954,0.70055,0.49311,0.5528,0.21278,2.35037,1.19745,1.2583,0.0017228,0.0017228,0.0017228
30,921.616,2.48314,1.27941,1.23018,0.69664,0.4808,0.52748,0.19527,2.42128,1.12633,1.26955,0.0017129,0.0017129,0.0017129
31,952.047,2.50337,1.25552,1.22997,0.72238,0.50536,0.56703,0.22068,2.33778,1.07469,1.26109,0.001703,0.001703,0.001703
32,982.522,2.51365,1.25599,1.22684,0.69701,0.48798,0.5489,0.2094,2.37131,1.1246,1.26894,0.0016931,0.0016931,0.0016931
33,1012.91,2.51553,1.27924,1.2357,0.72796,0.51603,0.56423,0.21793,2.41004,1.11628,1.26558,0.0016832,0.0016832,0.0016832
34,1043.31,2.4884,1.25652,1.23018,0.7352,0.49311,0.56575,0.21951,2.40753,1.09291,1.2713,0.0016733,0.0016733,0.0016733
35,1073.75,2.47873,1.21422,1.22412,0.72881,0.5303,0.58948,0.2287,2.3504,1.03713,1.26463,0.0016634,0.0016634,0.0016634
36,1104.28,2.48999,1.22666,1.22728,0.73729,0.5303,0.58642,0.22599,2.42431,1.06086,1.27559,0.0016535,0.0016535,0.0016535
37,1134.71,2.45939,1.1828,1.22218,0.73491,0.50275,0.58219,0.23272,2.33437,1.05435,1.26118,0.0016436,0.0016436,0.0016436
38,1165.21,2.43716,1.21162,1.21512,0.74188,0.50275,0.56204,0.21966,2.35891,1.02503,1.26992,0.0016337,0.0016337,0.0016337
39,1195.61,2.43836,1.20958,1.22593,0.69425,0.5442,0.59244,0.22146,2.39287,1.09546,1.26419,0.0016238,0.0016238,0.0016238
40,1226.07,2.43981,1.20967,1.22233,0.74299,0.52479,0.59098,0.22615,2.35217,1.1033,1.26195,0.0016139,0.0016139,0.0016139
41,1256.51,2.43938,1.20822,1.21155,0.74511,0.50689,0.57423,0.23258,2.33585,1.01676,1.27239,0.001604,0.001604,0.001604
42,1286.97,2.41295,1.17837,1.20492,0.77018,0.5427,0.60844,0.23369,2.37534,1.05441,1.2683,0.0015941,0.0015941,0.0015941
43,1317.46,2.40327,1.17523,1.22177,0.7699,0.52079,0.60332,0.23271,2.38782,1.02767,1.27124,0.0015842,0.0015842,0.0015842
44,1347.9,2.41602,1.17541,1.21268,0.74786,0.53929,0.6097,0.23649,2.36053,1.01571,1.26502,0.0015743,0.0015743,0.0015743
45,1378.38,2.39917,1.17591,1.21238,0.7441,0.51791,0.57259,0.22202,2.39087,1.05747,1.25684,0.0015644,0.0015644,0.0015644
46,1408.78,2.39909,1.19473,1.21636,0.71899,0.48209,0.55172,0.21621,2.36764,1.02944,1.27235,0.0015545,0.0015545,0.0015545
47,1439.14,2.41769,1.18104,1.20561,0.74645,0.53444,0.60457,0.23887,2.30534,1.0221,1.25562,0.0015446,0.0015446,0.0015446
48,1469.55,2.35727,1.15869,1.20772,0.77854,0.51329,0.59977,0.2501,2.26495,0.9612,1.26161,0.0015347,0.0015347,0.0015347
49,1499.99,2.39236,1.1567,1.21337,0.74654,0.53994,0.60426,0.2339,2.33074,0.97862,1.26268,0.0015248,0.0015248,0.0015248
50,1530.35,2.37165,1.13196,1.20322,0.75297,0.52901,0.59715,0.23613,2.30037,1.03925,1.26007,0.0015149,0.0015149,0.0015149
51,1560.69,2.37583,1.1451,1.20372,0.76593,0.54683,0.63453,0.25751,2.27483,0.96241,1.25987,0.001505,0.001505,0.001505
52,1591.11,2.36246,1.10968,1.20752,0.76746,0.52066,0.61351,0.24673,2.33103,0.99885,1.25471,0.0014951,0.0014951,0.0014951
53,1621.48,2.36737,1.12739,1.20009,0.78791,0.53218,0.61456,0.24312,2.30517,0.97906,1.25816,0.0014852,0.0014852,0.0014852
54,1651.84,2.35205,1.13018,1.19913,0.76236,0.52617,0.60287,0.24193,2.30439,0.99699,1.25731,0.0014753,0.0014753,0.0014753
55,1682.22,2.37603,1.14443,1.2096,0.71882,0.53168,0.59283,0.24171,2.33873,1.03312,1.26536,0.0014654,0.0014654,0.0014654
56,1712.61,2.36387,1.1172,1.20195,0.76153,0.51102,0.58556,0.23042,2.32164,1.01027,1.26325,0.0014555,0.0014555,0.0014555
57,1742.95,2.36144,1.11419,1.20029,0.78822,0.55647,0.63533,0.25719,2.29593,1.02006,1.26323,0.0014456,0.0014456,0.0014456
58,1773.34,2.35521,1.11603,1.20389,0.78144,0.55923,0.63536,0.25386,2.32523,0.99669,1.26522,0.0014357,0.0014357,0.0014357
59,1803.77,2.34802,1.10789,1.20496,0.74039,0.54959,0.62855,0.25191,2.30967,0.99395,1.25475,0.0014258,0.0014258,0.0014258
60,1834.16,2.34518,1.11421,1.19573,0.76031,0.51515,0.59637,0.24102,2.29985,0.9796,1.26047,0.0014159,0.0014159,0.0014159
61,1864.51,2.32814,1.09485,1.19615,0.74075,0.54545,0.6046,0.23437,2.30395,0.99534,1.26339,0.001406,0.001406,0.001406
